teilnehmermax,tageseit,teilnehmerminka,teilnehmermaxka,jahr,ort,bezirk,datum,isoweekday,teilnehmermin,isoweek,tag,einwohner,url,demo,monat,yday,uniq,id,kirche,beschreibung,besonderheiten,thema,teilnehmerrelort,bundesland,aufgerufen
500,202,true,false,1990,Berlin,Berlin,25.02.1990,7,0,8,25,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,2,56,BerlinBerlin25.02.1990,1658,false,"","",Für die Abschaffung der Wehrpflicht.,0,Berlin,Freundeskreis Wehrdienstverweigerer
0,209,true,true,1990,Berlin,Berlin,04.03.1990,7,0,9,4,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,3,63,BerlinBerlin04.03.1990,1659,false,"","",Demonstration gegen Sozialabbau.,0,Berlin,""
0,217,true,true,1990,Berlin,Berlin,12.03.1990,1,0,11,12,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,3,71,BerlinBerlin12.03.1990,1660,false,Wahlkundgebung,"","",0,Berlin,PDS
0,218,true,true,1990,Berlin,Berlin,13.03.1990,2,0,11,13,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,3,72,BerlinBerlin13.03.1990,1661,false,Wahlkundgebung,"Kundgebung mit Bernhard Vogel, Walter Momper, Egon Bahr, Horst Ehmke und Johannes Rau.","",0,Berlin,SPD
1000,219,true,false,1990,Berlin,Berlin,14.03.1990,3,0,11,14,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,3,73,BerlinBerlin14.03.1990,1662,false,Wahlkundgebung,"","",0,Berlin,SPD
10000,234,true,false,1990,Berlin,Berlin,29.03.1990,4,0,13,29,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,3,88,BerlinBerlin29.03.1990,1663,false,"","","""Keine Stasi Funktionäre in der Volkskammer""",0,Berlin,""
50,237,true,false,1990,Berlin,Berlin,01.04.1990,7,0,13,1,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,4,91,BerlinBerlin01.04.1990,1664,false,"",Demonstration findet an der Sowjetischen Botschaft statt.,"""Freiheit für Littauen""",0,Berlin,Vereinigte Linke
1000,237,true,false,1990,Berlin,Berlin,01.04.1990,7,0,13,1,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,4,91,BerlinBerlin01.04.1990,1665,false,Blockade,Demonstration findet am Müggelsee statt.,Für die Sperrung des Müggelsees für Motorbote.,0,Berlin,Grüne Partei
5000,237,true,false,1990,Berlin,Berlin,01.04.1990,7,0,13,1,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,4,91,BerlinBerlin01.04.1990,1666,false,Fahraddemonstration,"","",0,Berlin,""
0,238,true,true,1990,Berlin,Berlin,02.04.1990,1,0,14,2,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,4,92,BerlinBerlin02.04.1990,1667,false,"","",Für die Auflösung des MfS.,0,Berlin,""
3000,238,true,false,1990,Berlin,Berlin,02.04.1990,1,0,14,2,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,4,92,BerlinBerlin02.04.1990,1668,false,"","",Für die Schaffung von Arbeitsplätzen nach dem Studium.,0,Berlin,Studenten der Humbold Universität
40000,241,true,false,1990,Berlin,Berlin,05.04.1990,4,0,14,5,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,4,95,BerlinBerlin05.04.1990,1669,false,"","",Für soziale Sicherheit.,3,Berlin,""
1000,242,true,false,1990,Berlin,Berlin,06.04.1990,5,0,14,6,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,4,96,BerlinBerlin06.04.1990,1670,false,"","","",0,Berlin,Bauarbeiter
2000,248,true,false,1990,Berlin,Berlin,12.04.1990,4,0,15,12,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,4,102,BerlinBerlin12.04.1990,1671,false,"","","",0,Berlin,Bauern
500,255,true,false,1990,Berlin,Berlin,19.04.1990,4,0,16,19,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,4,109,BerlinBerlin19.04.1990,1672,false,"","","",0,Berlin,Bauarbeiter
30,257,true,false,1990,Berlin,Berlin,21.04.1990,6,0,16,21,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,4,111,BerlinBerlin21.04.1990,1673,false,"",Es demonstrieren Bürger aus Byhlen/Lübben und Drachhausen/Cottbus vor der Botschaft der UdSSR.,Für die Einstellung des scharfen Schießens und des Nachtschießend auf dem sowjetischen Truppenübungsplatz.,0,Berlin,""
2500,258,true,false,1990,Berlin,Berlin,22.04.1990,7,0,16,22,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,4,112,BerlinBerlin22.04.1990,1674,false,"","",Gegen die Einführung des § 218.,0,Berlin,Frauen
2000,260,true,false,1990,Berlin,Berlin,24.04.1990,2,0,17,24,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,4,114,BerlinBerlin24.04.1990,1675,false,"","","",0,Berlin,Liga für Völkerfreundschaft
1000,262,true,false,1990,Berlin,Berlin,26.04.1990,4,0,17,26,1279212,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Berlin,false,4,116,BerlinBerlin26.04.1990,1676,false,"","",Für den Erhalt der Arbeitsplätze.,0,Berlin,Mitarbeiter Landwirtschaftlicher Betriebe
500,124,true,false,1989,Dahlwitz-Hoppegarten,Berlin,09.12.1989,6,0,49,9,0,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Dahlwitz-Hoppegarten,false,12,343,BerlinDahlwitz-Hoppegarten09.12.1989,1677,false,"","",Gegen den weiteren Wohnungsbau in der Gemeinde.,0,Berlin,Bauern
60,97,true,false,1989,Kaulsdorf,Berlin,12.11.1989,7,0,45,12,0,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Kaulsdorf,false,11,316,BerlinKaulsdorf12.11.1989,1678,false,Fürbittgottesdienst,"",Reisefreiheit,0,Berlin,""
150,126,true,false,1989,Köpenick,Berlin,11.12.1989,1,0,50,11,0,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=K%c3%b6penick,false,12,345,BerlinKöpenick11.12.1989,1679,false,"","","",0,Berlin,""
0,163,true,true,1990,Staaken,Berlin,17.01.1990,3,0,3,17,0,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=berlin&ort=Staaken,false,1,17,BerlinStaaken17.01.1990,1680,false,Warnstreik,"","",0,Berlin,""
600,128,true,false,1989,Alexisbad,Halle,13.12.1989,3,0,50,13,5866,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Alexisbad,false,12,347,HalleAlexisbad13.12.1989,1681,false,"","","",10,Sachsen-Anhalt,""
1500,175,true,false,1990,Alsleben,Halle,29.01.1990,1,0,5,29,2911,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Alsleben,false,1,29,HalleAlsleben29.01.1990,1682,false,"","","",51,Sachsen-Anhalt,""
0,206,true,true,1990,Alsleben,Halle,01.03.1990,4,0,9,1,2911,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Alsleben,false,3,60,HalleAlsleben01.03.1990,1683,false,"","",Für die Umwandlung der örtlichen FDGB-Schule in ein Ferienheim.,0,Sachsen-Anhalt,""
450,91,true,false,1989,Artern,Halle,06.11.1989,1,0,45,6,7036,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Artern,false,11,310,HalleArtern06.11.1989,1684,false,Informationsveranstaltung,"",Für die Ablösung des 1. Sekretär der SED-Kreisleitung.,6,Sachsen-Anhalt,""
600,98,true,false,1989,Artern,Halle,13.11.1989,1,0,46,13,7036,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Artern,false,11,317,HalleArtern13.11.1989,1685,false,"","","",8,Sachsen-Anhalt,""
1000,103,false,false,1989,Artern,Halle,18.11.1989,6,250,46,18,7036,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Artern,false,11,322,HalleArtern18.11.1989,1686,false,"","","",14,Sachsen-Anhalt,""
600,117,true,false,1989,Artern,Halle,02.12.1989,6,0,48,2,7036,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Artern,false,12,336,HalleArtern02.12.1989,1687,false,"","","",8,Sachsen-Anhalt,""
50,60,true,false,1989,Aschersleben,Halle,06.10.1989,5,0,40,6,33891,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Aschersleben,false,10,279,HalleAschersleben06.10.1989,1688,false,"","Die Menschen demonstrieren vor der Kirche. Der Pfarrer der Stephaniekirche überzeugt die Demonstranten davon, lieber in die Kirche zu kommen.","",0,Sachsen-Anhalt,""
16,61,true,false,1989,Aschersleben,Halle,07.10.1989,6,0,40,7,33891,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Aschersleben,false,10,280,HalleAschersleben07.10.1989,1689,false,"",Die Polizei schreitet ein und nimmt 2 Jugendliche fest.,"",0,Sachsen-Anhalt,""
750,78,true,false,1989,Aschersleben,Halle,24.10.1989,2,0,43,24,33891,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Aschersleben,false,10,297,HalleAschersleben24.10.1989,1690,false,Friedensgebet,"","",2,Sachsen-Anhalt,""
3000,102,true,false,1989,Aschersleben,Halle,17.11.1989,5,0,46,17,33891,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Aschersleben,false,11,321,HalleAschersleben17.11.1989,1691,false,"Bittgottesdienst ""Mehr Gerechtigkeit in der DDR""","","",8,Sachsen-Anhalt,""
4000,128,true,false,1989,Aschersleben,Halle,13.12.1989,3,0,50,13,33891,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Aschersleben,false,12,347,HalleAschersleben13.12.1989,1692,false,"","","",11,Sachsen-Anhalt,""
10000,161,true,false,1990,Aschersleben,Halle,15.01.1990,1,0,3,15,33891,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Aschersleben,false,1,15,HalleAschersleben15.01.1990,1693,false,"","","",29,Sachsen-Anhalt,""
300,173,true,false,1990,Aschersleben,Halle,27.01.1990,6,0,4,27,33891,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Aschersleben,false,1,27,HalleAschersleben27.01.1990,1694,false,"","","",0,Sachsen-Anhalt,""
0,77,true,true,1989,Ballenstedt,Halle,23.10.1989,1,0,43,23,8420,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Ballenstedt,false,10,296,HalleBallenstedt23.10.1989,1695,false,Erneuerungsgebet,"",Es wird die Schließung der Bezirksparteischule der SED gefordert.,0,Sachsen-Anhalt,""
350,117,true,false,1989,Ballenstedt,Halle,02.12.1989,6,0,48,2,8420,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Ballenstedt,false,12,336,HalleBallenstedt02.12.1989,1696,false,"","","",4,Sachsen-Anhalt,""
1000,84,true,false,1989,Bernburg,Halle,30.10.1989,1,0,44,30,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,10,303,HalleBernburg30.10.1989,1697,false,Friedensgebet,Demonstration zur SED-Kreisleitung.,"",2,Sachsen-Anhalt,""
15000,88,false,false,1989,Bernburg,Halle,03.11.1989,5,13000,44,3,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,11,307,HalleBernburg03.11.1989,1698,false,"",Dialogveranstaltung auf dem Karl-Marx-Platz.,Für freie Wahlen und die Zulassung eines zivilen Ersatzdienstes.,36,Sachsen-Anhalt,""
4000,91,false,false,1989,Bernburg,Halle,06.11.1989,1,2000,45,6,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,11,310,HalleBernburg06.11.1989,1699,false,Friedensgebet,Demonstration zur SED-Kreisleitung und zum MfS.,Es wird der Rücktritt des 1. Sekretär der SED Kreisleitung gefordert.,9,Sachsen-Anhalt,""
5000,95,true,false,1989,Bernburg,Halle,10.11.1989,5,0,45,10,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,11,314,HalleBernburg10.11.1989,1700,false,"",Dialogveranstaltung auf dem Marx-Engels-Platz.,"",12,Sachsen-Anhalt,""
800,98,true,false,1989,Bernburg,Halle,13.11.1989,1,0,46,13,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,11,317,HalleBernburg13.11.1989,1701,false,Friedensgebet,"","",1,Sachsen-Anhalt,""
800,105,false,false,1989,Bernburg,Halle,20.11.1989,1,600,47,20,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,11,324,HalleBernburg20.11.1989,1702,false,Friedensgebet,"",Für freie Wahlen und die Zulassung des Neuen Forum.,1,Sachsen-Anhalt,""
1200,112,true,false,1989,Bernburg,Halle,27.11.1989,1,0,48,27,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,11,331,HalleBernburg27.11.1989,1703,false,Friedensgebet,Demonstration zum Rathaus und zur MfS Kreisdienststelle.,"",2,Sachsen-Anhalt,""
0,118,true,true,1989,Bernburg,Halle,03.12.1989,7,0,48,3,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,12,337,HalleBernburg03.12.1989,1704,false,Menschenkette,"","""Ein Licht für unser Land""",0,Sachsen-Anhalt,Aktion Sühnezeichen
3500,119,true,false,1989,Bernburg,Halle,04.12.1989,1,0,49,4,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,12,338,HalleBernburg04.12.1989,1705,false,Friedensgebet,"",Für die Wiedervereinigung Deutschlands.,8,Sachsen-Anhalt,""
0,121,true,true,1989,Bernburg,Halle,06.12.1989,3,0,49,6,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,12,340,HalleBernburg06.12.1989,1706,false,"",Versiegelung der Kreidienststelle des MfS. ,"",0,Sachsen-Anhalt,Neues Forum
3500,126,true,false,1989,Bernburg,Halle,11.12.1989,1,0,50,11,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,12,345,HalleBernburg11.12.1989,1707,false,"Friedensgebet, Schweigemarsch","","",8,Sachsen-Anhalt,""
0,162,true,true,1990,Bernburg,Halle,16.01.1990,2,0,3,16,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,1,16,HalleBernburg16.01.1990,1708,false,Warnstreik,"",Gegen die Restaurierung alter Machtverhältnisse.,0,Sachsen-Anhalt,""
10000,168,true,false,1990,Bernburg,Halle,22.01.1990,1,0,4,22,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,1,22,HalleBernburg22.01.1990,1709,false,"","","",24,Sachsen-Anhalt,""
4000,175,true,false,1990,Bernburg,Halle,29.01.1990,1,0,5,29,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,1,29,HalleBernburg29.01.1990,1710,false,"","","",9,Sachsen-Anhalt,""
4000,182,true,false,1990,Bernburg,Halle,05.02.1990,1,0,6,5,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,2,36,HalleBernburg05.02.1990,1711,false,"","","",9,Sachsen-Anhalt,""
160,199,true,false,1990,Bernburg,Halle,22.02.1990,4,0,8,22,41019,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bernburg,false,2,53,HalleBernburg22.02.1990,1712,false,"","","",0,Sachsen-Anhalt,""
4000,90,true,false,1989,Bitterfeld,Halle,05.11.1989,7,0,44,5,20017,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bitterfeld,false,11,309,HalleBitterfeld05.11.1989,1713,false,Friedensgebet,Demonstration an der Kreisdienststelle des MfS vorbei.,"",19,Sachsen-Anhalt,""
1000,92,true,false,1989,Bitterfeld,Halle,07.11.1989,2,0,45,7,20017,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bitterfeld,false,11,311,HalleBitterfeld07.11.1989,1714,false,"","","",5,Sachsen-Anhalt,""
1500,97,false,false,1989,Bitterfeld,Halle,12.11.1989,7,1200,45,12,20017,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bitterfeld,false,11,316,HalleBitterfeld12.11.1989,1715,false,"Friedensgebet, Dialogveranstaltung","",Umwelt,7,Sachsen-Anhalt,""
0,99,true,true,1989,Bitterfeld,Halle,14.11.1989,2,0,46,14,20017,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bitterfeld,false,11,318,HalleBitterfeld14.11.1989,1716,false,Erneuerungsgottesdienst,"","",0,Sachsen-Anhalt,""
350,104,true,false,1989,Bitterfeld,Halle,19.11.1989,7,0,46,19,20017,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bitterfeld,false,11,323,HalleBitterfeld19.11.1989,1717,false,Friedensgebet,"",Demonstration gegen das MfS.,1,Sachsen-Anhalt,Bürgerinitiative Bitterfeld
200,111,true,false,1989,Bitterfeld,Halle,26.11.1989,7,0,47,26,20017,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bitterfeld,false,11,330,HalleBitterfeld26.11.1989,1718,false,"","",Für die Überprüfung der Ereignisse des 17.Juni 1953 und die Rehabilitierung der Betroffenen Opfer.,1,Sachsen-Anhalt,""
0,118,true,true,1989,Bitterfeld,Halle,03.12.1989,7,0,48,3,20017,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bitterfeld,false,12,337,HalleBitterfeld03.12.1989,1719,false,"","","",0,Sachsen-Anhalt,""
0,241,true,true,1990,Bitterfeld,Halle,05.04.1990,4,0,14,5,20017,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Bitterfeld,false,4,95,HalleBitterfeld05.04.1990,1720,false,"","","",0,Sachsen-Anhalt,""
450,79,false,false,1989,Coswig,Halle,25.10.1989,3,400,43,25,10072,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Coswig,false,10,298,HalleCoswig25.10.1989,1721,false,Gebet um Erneuerung,"","",4,Sachsen-Anhalt,""
500,86,true,false,1989,Coswig,Halle,01.11.1989,3,0,44,1,10072,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Coswig,false,11,305,HalleCoswig01.11.1989,1722,false,Gebet um Erneuerung,"","",4,Sachsen-Anhalt,""
0,93,true,true,1989,Coswig,Halle,08.11.1989,3,0,45,8,10072,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Coswig,false,11,312,HalleCoswig08.11.1989,1723,false,Gebet um Erneuerung,"","",0,Sachsen-Anhalt,""
300,100,true,false,1989,Coswig,Halle,15.11.1989,3,0,46,15,10072,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Coswig,false,11,319,HalleCoswig15.11.1989,1724,false,"","","",2,Sachsen-Anhalt,""
300,114,true,false,1989,Coswig,Halle,29.11.1989,3,0,48,29,10072,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Coswig,false,11,333,HalleCoswig29.11.1989,1725,false,Gebet zur Erneuerung,"",Demonstration gegen SED und MfS.,2,Sachsen-Anhalt,""
0,164,true,true,1990,Coswig,Halle,18.01.1990,4,0,3,18,10072,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Coswig,false,1,18,HalleCoswig18.01.1990,1726,false,Warnstreik,"","",0,Sachsen-Anhalt,""
150,177,true,false,1990,Coswig,Halle,31.01.1990,3,0,5,31,10072,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Coswig,false,1,31,HalleCoswig31.01.1990,1727,false,"","","",1,Sachsen-Anhalt,""
0,219,true,true,1990,Coswig,Halle,14.03.1990,3,0,11,14,10072,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Coswig,false,3,73,HalleCoswig14.03.1990,1728,false,Gebet um Erneuerung,"","",0,Sachsen-Anhalt,""
0,61,true,true,1989,Dessau,Halle,07.10.1989,6,0,40,7,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,10,280,HalleDessau07.10.1989,1729,false,"","","",0,Sachsen-Anhalt,""
1400,74,false,false,1989,Dessau,Halle,20.10.1989,5,800,42,20,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,10,293,HalleDessau20.10.1989,1730,false,Gottesdienst für Erneuerung ,"",Für Meinungs- Reise- und Pressefreiheit.,1,Sachsen-Anhalt,""
30000,81,false,false,1989,Dessau,Halle,27.10.1989,5,8000,43,27,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,10,300,HalleDessau27.10.1989,1731,false,Gebet um Erneuerung,"Da am Rathausplatz keine Lautsprecheranlagen vorhanden waren, ging man zum offenen Forum zurück in die Johanniskirche.",Für freie Wahlen und die Zulassung des Neuen Forum.,29,Sachsen-Anhalt,""
70000,88,false,false,1989,Dessau,Halle,03.11.1989,5,10000,44,3,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,11,307,HalleDessau03.11.1989,1732,false,Gebet um Erneuerung,"","",69,Sachsen-Anhalt,""
15000,95,true,false,1989,Dessau,Halle,10.11.1989,5,0,45,10,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,11,314,HalleDessau10.11.1989,1733,false,Gebet um Erneuerung,"",Für die Abschaffung des Führungsanspruches der SED.,14,Sachsen-Anhalt,""
4000,102,true,false,1989,Dessau,Halle,17.11.1989,5,0,46,17,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,11,321,HalleDessau17.11.1989,1734,false,"Gebet um Erneuerung, Schweigemarsch",Anschließend findet eine Dialogveranstaltung in der Johanniskirche statt.,"",3,Sachsen-Anhalt,""
4000,109,false,false,1989,Dessau,Halle,24.11.1989,5,3000,47,24,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,11,328,HalleDessau24.11.1989,1735,false,Gebet um Erneuerung,Anschließend findet eine Dialogveranstaltung in der Johanniskirche statt.,Für die Auflösung des MfS.,3,Sachsen-Anhalt,""
5000,116,false,false,1989,Dessau,Halle,01.12.1989,5,3000,48,1,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,12,335,HalleDessau01.12.1989,1736,false,Gebet um Erneuerung,Anschließend findet eine Dialogveranstaltung in der Johanniskirche mit 1.000 Teilnehmer statt.,Für die Auflösung der SED.,4,Sachsen-Anhalt,""
10000,123,true,false,1989,Dessau,Halle,08.12.1989,5,0,49,8,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,12,342,HalleDessau08.12.1989,1737,false,Gebet um Erneuerung,"","",9,Sachsen-Anhalt,""
2000,130,true,false,1989,Dessau,Halle,15.12.1989,5,0,50,15,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,12,349,HalleDessau15.12.1989,1738,false,Gebet um Erneuerung,Anschließend findet eine offene Dialogveranstaltung in der Johanniskirche statt.,"",1,Sachsen-Anhalt,""
5000,151,true,false,1990,Dessau,Halle,05.01.1990,5,0,1,5,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,1,5,HalleDessau05.01.1990,1739,false,"","",Für ein  neues Wehrdienstgesetz und gegen die Zahlung von Überbrückungsgelder an ehemalige MfS-Beamte.,4,Sachsen-Anhalt,Neues Forum
20000,158,true,false,1990,Dessau,Halle,12.01.1990,5,0,2,12,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,1,12,HalleDessau12.01.1990,1740,false,Gebet um Erneuerung,"",Die neuen Parteien stellen sich vor.,19,Sachsen-Anhalt,""
6000,165,false,false,1990,Dessau,Halle,19.01.1990,5,5000,3,19,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,1,19,HalleDessau19.01.1990,1741,false,Gebet um Erneuerung,"",Es stellen sich die neuen Parteien vor.,5,Sachsen-Anhalt,""
0,168,true,true,1990,Dessau,Halle,22.01.1990,1,0,4,22,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,1,22,HalleDessau22.01.1990,1742,false,"","",Für die Abschaffung des Russischunterrichtes.,0,Sachsen-Anhalt,Schüler
0,172,true,true,1990,Dessau,Halle,26.01.1990,5,0,4,26,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,1,26,HalleDessau26.01.1990,1743,false,Gebet um Erneuerung,"",Auf dem Marktplatz stellen sich die neuen Parteien vor.,0,Sachsen-Anhalt,""
600,173,true,false,1990,Dessau,Halle,27.01.1990,6,0,4,27,101262,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Halle&ort=Dessau,false,1,27,HalleDessau27.01.1990,1744,false,"","","",0,Sachsen-Anhalt,""
