teilnehmermax,tageseit,teilnehmerminka,teilnehmermaxka,jahr,ort,bezirk,datum,isoweekday,teilnehmermin,isoweek,tag,einwohner,url,demo,monat,yday,uniq,id,kirche,beschreibung,besonderheiten,thema,teilnehmerrelort,bundesland,aufgerufen
400,159,true,false,1990,Bansin,Rostock,13.01.1990,6,0,2,13,2878,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Bansin,false,1,13,RostockBansin13.01.1990,0,false,"","","",13,Mecklenburg-Vorpommern,""
70,85,true,false,1989,Barth,Rostock,31.10.1989,2,0,44,31,0,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Barth,false,10,304,RostockBarth31.10.1989,1,false,"Gottesdienst, Schweigemarsch","","",0,Mecklenburg-Vorpommern,""
0,91,true,true,1989,Bergen,Rostock,06.11.1989,1,0,45,6,19540,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Bergen,false,11,310,RostockBergen06.11.1989,2,false,Friedensgebet,"","",0,Mecklenburg-Vorpommern,""
4000,96,false,false,1989,Bergen,Rostock,11.11.1989,6,3500,45,11,19540,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Bergen,false,11,315,RostockBergen11.11.1989,3,false,"","",Für eine dauerhafte Wende.,20,Mecklenburg-Vorpommern,Neues Forum
1000,112,true,false,1989,Bergen,Rostock,27.11.1989,1,0,48,27,19540,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Bergen,false,11,331,RostockBergen27.11.1989,4,false,"","","",5,Mecklenburg-Vorpommern,""
800,171,true,false,1990,Bergen,Rostock,25.01.1990,4,0,4,25,19540,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Bergen,false,1,25,RostockBergen25.01.1990,5,false,"","",Mit der Forderung nach Mitsprache am Runden Tisch.,4,Mecklenburg-Vorpommern,VdgB (Vereinigung der gegenseitigen Bauernhilfe)
250,135,true,false,1989,Binz,Rostock,20.12.1989,3,0,51,20,6842,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Binz,false,12,354,RostockBinz20.12.1989,6,false,"","","",3,Mecklenburg-Vorpommern,""
30,61,true,false,1989,Gehlsdorf,Rostock,07.10.1989,6,0,40,7,0,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Gehlsdorf,false,10,280,RostockGehlsdorf07.10.1989,7,false,"","30 Jugendliche demonstrieren in Richtung Rostocker Innenstadt, werden unterwegs von der Polizei aufgehalten und 20 Jugendliche werden zugeführt.","",0,Mecklenburg-Vorpommern,""
900,161,true,false,1990,Graal-Müritz,Rostock,15.01.1990,1,0,3,15,4064,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Graal-M%c3%bcritz,false,1,15,RostockGraal-Müritz15.01.1990,8,false,"","",Zur Bildung eines Runden Tisches.,22,Mecklenburg-Vorpommern,""
8000,72,false,false,1989,Greifswald,Rostock,18.10.1989,3,800,42,18,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,10,291,RostockGreifswald18.10.1989,9,false,Friedensgottesdienst,"","Für Reisefreiheit, Demokratie jetzt- oder nie und Neues Forum zulassen.",11,Mecklenburg-Vorpommern,""
600,73,false,false,1989,Greifswald,Rostock,19.10.1989,4,200,42,19,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,10,292,RostockGreifswald19.10.1989,10,false,"",Nach einer Veranstaltung in der Mensa der Universität findet eine Kundgebung vor der Uni mit dem Oberbürgermeister statt.,"",0,Mecklenburg-Vorpommern,""
6000,79,false,false,1989,Greifswald,Rostock,25.10.1989,3,4000,43,25,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,10,298,RostockGreifswald25.10.1989,11,false,Friedensgebet,"",Für demokratische Reformen.,8,Mecklenburg-Vorpommern,""
8000,86,true,false,1989,Greifswald,Rostock,01.11.1989,3,0,44,1,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,11,305,RostockGreifswald01.11.1989,12,false,"","","",11,Mecklenburg-Vorpommern,""
6000,93,true,false,1989,Greifswald,Rostock,08.11.1989,3,0,45,8,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,11,312,RostockGreifswald08.11.1989,13,false,Friedensgebet,"","",8,Mecklenburg-Vorpommern,""
1400,100,false,false,1989,Greifswald,Rostock,15.11.1989,3,1300,46,15,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,11,319,RostockGreifswald15.11.1989,14,false,Andacht,"",Für freie Wahlen und einer Veränderung des Artikel 1 der Verfassung der DDR.,2,Mecklenburg-Vorpommern,""
1200,107,true,false,1989,Greifswald,Rostock,22.11.1989,3,0,47,22,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,11,326,RostockGreifswald22.11.1989,15,false,"","","",1,Mecklenburg-Vorpommern,""
600,114,false,false,1989,Greifswald,Rostock,29.11.1989,3,500,48,29,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,11,333,RostockGreifswald29.11.1989,16,false,Friedensgebet,"",Für die Auflösung der Nationalen Front.,0,Mecklenburg-Vorpommern,""
0,118,true,true,1989,Greifswald,Rostock,03.12.1989,7,0,48,3,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,12,337,RostockGreifswald03.12.1989,17,false,Menschenkette,"","""Ein Licht für unser Land""",0,Mecklenburg-Vorpommern,Aktion Sühnezeichen
150,119,true,false,1989,Greifswald,Rostock,04.12.1989,1,0,49,4,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,12,338,RostockGreifswald04.12.1989,18,false,Besetzung Stasi-Zentzrale,"",Versiegelung der Räume des MfS.,0,Mecklenburg-Vorpommern,""
3500,121,true,false,1989,Greifswald,Rostock,06.12.1989,3,0,49,6,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,12,340,RostockGreifswald06.12.1989,19,false,"","","",5,Mecklenburg-Vorpommern,""
200,123,true,false,1989,Greifswald,Rostock,08.12.1989,5,0,49,8,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,12,342,RostockGreifswald08.12.1989,20,false,"","",Für die Abschaffung des Russischunterrichtes.,0,Mecklenburg-Vorpommern,Schüler
1500,128,true,false,1989,Greifswald,Rostock,13.12.1989,3,0,50,13,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,12,347,RostockGreifswald13.12.1989,21,false,Fürbittgottesdienst,"","",2,Mecklenburg-Vorpommern,Neues Forum
0,129,true,true,1989,Greifswald,Rostock,14.12.1989,4,0,50,14,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,12,348,RostockGreifswald14.12.1989,22,false,"","","",0,Mecklenburg-Vorpommern,""
1000,155,true,false,1990,Greifswald,Rostock,09.01.1990,2,0,2,9,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,1,9,RostockGreifswald09.01.1990,23,false,Friedensgebet,"","",1,Mecklenburg-Vorpommern,""
0,163,true,true,1990,Greifswald,Rostock,17.01.1990,3,0,3,17,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,1,17,RostockGreifswald17.01.1990,24,false,Warnstreik,"","",0,Mecklenburg-Vorpommern,""
5000,163,false,false,1990,Greifswald,Rostock,17.01.1990,3,4000,3,17,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,1,17,RostockGreifswald17.01.1990,25,false,Gottesdienst,"",Gegen die SED-PDS und das MfS.,7,Mecklenburg-Vorpommern,""
600,170,true,false,1990,Greifswald,Rostock,24.01.1990,3,0,4,24,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,1,24,RostockGreifswald24.01.1990,26,false,"","","",0,Mecklenburg-Vorpommern,""
800,177,true,false,1990,Greifswald,Rostock,31.01.1990,3,0,5,31,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,1,31,RostockGreifswald31.01.1990,27,false,"","","",1,Mecklenburg-Vorpommern,""
4000,183,true,false,1990,Greifswald,Rostock,06.02.1990,2,0,6,6,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,2,37,RostockGreifswald06.02.1990,28,false,"","","",5,Mecklenburg-Vorpommern,""
250,240,true,false,1990,Greifswald,Rostock,04.04.1990,3,0,14,4,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,4,94,RostockGreifswald04.04.1990,29,false,"","",Für eine Währungsumstellung 1:1.,0,Mecklenburg-Vorpommern,""
90,260,true,false,1990,Greifswald,Rostock,24.04.1990,2,0,17,24,68270,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Greifswald,false,4,114,RostockGreifswald24.04.1990,30,false,Fahrraddemonstration,"",Für die Schaffung von mehr Radwegen.,0,Mecklenburg-Vorpommern,""
1000,99,true,false,1989,Grevesmühlen,Rostock,14.11.1989,2,0,46,14,11603,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Grevesm%c3%bchlen,false,11,318,RostockGrevesmühlen14.11.1989,31,false,"","","",8,Mecklenburg-Vorpommern,""
1500,123,true,false,1989,Grevesmühlen,Rostock,08.12.1989,5,0,49,8,11603,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Grevesm%c3%bchlen,false,12,342,RostockGrevesmühlen08.12.1989,32,false,"","","",12,Mecklenburg-Vorpommern,""
5000,201,true,false,1990,Grevesmühlen,Rostock,24.02.1990,6,0,8,24,11603,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Grevesm%c3%bchlen,false,2,55,RostockGrevesmühlen24.02.1990,33,false,"","","",43,Mecklenburg-Vorpommern,Bauern
500,202,true,false,1990,Grevesmühlen,Rostock,25.02.1990,7,0,8,25,11603,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Grevesm%c3%bchlen,false,2,56,RostockGrevesmühlen25.02.1990,34,false,"","","",4,Mecklenburg-Vorpommern,""
1000,250,true,false,1990,Grevesmühlen,Rostock,14.04.1990,6,0,15,14,11603,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Grevesm%c3%bchlen,false,4,104,RostockGrevesmühlen14.04.1990,35,false,Ostermarsch,"","",8,Mecklenburg-Vorpommern,""
0,91,true,true,1989,Grimmen,Rostock,06.11.1989,1,0,45,6,14425,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Grimmen,false,11,310,RostockGrimmen06.11.1989,36,false,Friedensgebet,"","",0,Mecklenburg-Vorpommern,""
1000,160,true,false,1990,Grimmen,Rostock,14.01.1990,7,0,2,14,14425,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Grimmen,false,1,14,RostockGrimmen14.01.1990,37,false,"","",Karl Liebknecht - Rosa Luxemburg Demonstration,6,Mecklenburg-Vorpommern,""
40,193,true,false,1990,Groß-Kordshagen,Rostock,16.02.1990,5,0,7,16,586,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Gro%c3%9f-Kordshagen,false,2,47,RostockGroß-Kordshagen16.02.1990,38,false,"","","",6,Mecklenburg-Vorpommern,""
4000,89,true,false,1989,Heringsdorf,Rostock,04.11.1989,6,0,44,4,3991,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Heringsdorf,false,11,308,RostockHeringsdorf04.11.1989,39,false,"","","Demonstration zum Ferienheim des MfS, mit der Forderung das Heim an den FDGB zu übergeben.",100,Mecklenburg-Vorpommern,""
3500,145,true,false,1989,Heringsdorf,Rostock,30.12.1989,6,0,52,30,3991,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Heringsdorf,false,12,364,RostockHeringsdorf30.12.1989,40,false,"","",Für die Erneuerung des Landes.,87,Mecklenburg-Vorpommern,Bürgerinitiative
250,126,true,false,1989,Herrnburg,Rostock,11.12.1989,1,0,50,11,1658,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Herrnburg,false,12,345,RostockHerrnburg11.12.1989,41,false,"","",Für die Öffnung der Grenze.,15,Mecklenburg-Vorpommern,""
60,119,true,false,1989,Herrnburg-Eichholz,Rostock,04.12.1989,1,0,49,4,1658,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Herrnburg-Eichholz,false,12,338,RostockHerrnburg-Eichholz04.12.1989,42,false,"","",Für die Öffnung einer Grenzübergangsstelle.,3,Mecklenburg-Vorpommern,""
2500,118,false,false,1989,Kavelsdorf,Rostock,03.12.1989,7,250,48,3,324,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Kavelsdorf,false,12,337,RostockKavelsdorf03.12.1989,43,false,"","","Die Demonstranten fordern Einlass in die Firma IMES-GmbH, die im Verdacht von illegalen Waffenhandel steht.",771,Mecklenburg-Vorpommern,"Neues Forum, SDP"
1500,91,true,false,1989,Kröpelin,Rostock,06.11.1989,1,0,45,6,4520,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Kr%c3%b6pelin,false,11,310,RostockKröpelin06.11.1989,44,false,Friedensgebet,"","",33,Mecklenburg-Vorpommern,""
0,157,true,true,1990,Kröpelin,Rostock,11.01.1990,4,0,2,11,4520,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Kr%c3%b6pelin,false,1,11,RostockKröpelin11.01.1990,45,false,Warnstreik,"","",0,Mecklenburg-Vorpommern,""
500,89,true,false,1989,Kühlungsborn,Rostock,04.11.1989,6,0,44,4,7871,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=K%c3%bchlungsborn,false,11,308,RostockKühlungsborn04.11.1989,46,false,"","","",6,Mecklenburg-Vorpommern,""
5000,93,true,false,1989,Kühlungsborn,Rostock,08.11.1989,3,0,45,8,7871,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=K%c3%bchlungsborn,false,11,312,RostockKühlungsborn08.11.1989,47,false,"","","",63,Mecklenburg-Vorpommern,""
500,124,true,false,1989,Kühlungsborn,Rostock,09.12.1989,6,0,49,9,7871,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=K%c3%bchlungsborn,false,12,343,RostockKühlungsborn09.12.1989,48,false,"","",Für die Nutzung des Ferienheimes des Ministers für Innere Angelegenheiten als Altersheim.,6,Mecklenburg-Vorpommern,""
0,161,true,true,1990,Laage,Rostock,15.01.1990,1,0,3,15,0,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Laage,false,1,15,RostockLaage15.01.1990,49,false,"","",Gegen die Restaurationspolitik der SED und ihres Sicherheitsapparates.,0,Mecklenburg-Vorpommern,""
500,176,true,false,1990,Prerow,Rostock,30.01.1990,2,0,5,30,1883,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Prerow,false,1,30,RostockPrerow30.01.1990,50,false,"","","",26,Mecklenburg-Vorpommern,""
2000,77,true,false,1989,Ribnitz-Damgarten,Rostock,23.10.1989,1,0,43,23,17427,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Ribnitz-Damgarten,false,10,296,RostockRibnitz-Damgarten23.10.1989,51,false,"","Der Bürgermeister beantwortet vom Balkon des Kulturhauses aus, auf die Fragen der Bürger.","",11,Mecklenburg-Vorpommern,""
3000,84,false,false,1989,Ribnitz-Damgarten,Rostock,30.10.1989,1,1000,44,30,17427,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Ribnitz-Damgarten,false,10,303,RostockRibnitz-Damgarten30.10.1989,52,false,Fürbittgottesdienst,"","",17,Mecklenburg-Vorpommern,""
2000,89,true,false,1989,Ribnitz-Damgarten,Rostock,04.11.1989,6,0,44,4,17427,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Ribnitz-Damgarten,false,11,308,RostockRibnitz-Damgarten04.11.1989,53,false,"",Die Dialogveranstaltung findet auf dem Sportplatz statt.,"",11,Mecklenburg-Vorpommern,""
3000,92,true,false,1989,Ribnitz-Damgarten,Rostock,07.11.1989,2,0,45,7,17427,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Ribnitz-Damgarten,false,11,311,RostockRibnitz-Damgarten07.11.1989,54,false,"","","",17,Mecklenburg-Vorpommern,""
500,98,true,false,1989,Ribnitz-Damgarten,Rostock,13.11.1989,1,0,46,13,17427,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Ribnitz-Damgarten,false,11,317,RostockRibnitz-Damgarten13.11.1989,55,false,Friedensgebet,"","",2,Mecklenburg-Vorpommern,""
1300,105,false,false,1989,Ribnitz-Damgarten,Rostock,20.11.1989,1,700,47,20,17427,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Ribnitz-Damgarten,false,11,324,RostockRibnitz-Damgarten20.11.1989,56,false,"","","",7,Mecklenburg-Vorpommern,""
1800,112,true,false,1989,Ribnitz-Damgarten,Rostock,27.11.1989,1,0,48,27,17427,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Ribnitz-Damgarten,false,11,331,RostockRibnitz-Damgarten27.11.1989,57,false,"","","",10,Mecklenburg-Vorpommern,""
7,120,true,false,1989,Ribnitz-Damgarten,Rostock,05.12.1989,2,0,49,5,17427,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Ribnitz-Damgarten,false,12,339,RostockRibnitz-Damgarten05.12.1989,58,false,"","",7 Vertreter des Neuen Forum besichtigen mit dem Staatsanwalt das Volkspolizeikreisamt.,0,Mecklenburg-Vorpommern,""
1300,126,true,false,1989,Ribnitz-Damgarten,Rostock,11.12.1989,1,0,50,11,17427,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Ribnitz-Damgarten,false,12,345,RostockRibnitz-Damgarten11.12.1989,59,false,"","","",7,Mecklenburg-Vorpommern,""
700,136,true,false,1989,Ribnitz-Damgarten,Rostock,21.12.1989,4,0,51,21,17427,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Ribnitz-Damgarten,false,12,355,RostockRibnitz-Damgarten21.12.1989,60,false,"","","",4,Mecklenburg-Vorpommern,""
2000,154,true,false,1990,Ribnitz-Damgarten,Rostock,08.01.1990,1,0,2,8,17427,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Ribnitz-Damgarten,false,1,8,RostockRibnitz-Damgarten08.01.1990,61,false,"","","",11,Mecklenburg-Vorpommern,""
400,159,true,false,1990,Ribnitz-Damgarten,Rostock,13.01.1990,6,0,2,13,17427,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Ribnitz-Damgarten,false,1,13,RostockRibnitz-Damgarten13.01.1990,62,false,"","","",2,Mecklenburg-Vorpommern,""
7500,163,true,false,1990,Ribnitz-Damgarten,Rostock,17.01.1990,3,0,3,17,17427,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Ribnitz-Damgarten,false,1,17,RostockRibnitz-Damgarten17.01.1990,63,false,"","",Gegen die Herrschaft der SED.,43,Mecklenburg-Vorpommern,""
50,61,true,false,1989,Rostock,Rostock,07.10.1989,6,0,40,7,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,10,280,RostockRostock07.10.1989,64,false,Andacht der Betroffenheit,"Ein Schweigemarsch zur Petrikriche führt am Universitätsplatz mit dem ""Brunnen der Lebensfreude"" vorbei. Der Platz wird sympolisch in ""Platz der unzufriedenen"" umgetauft.","",0,Mecklenburg-Vorpommern,""
10000,73,false,false,1989,Rostock,Rostock,19.10.1989,4,1500,42,19,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,10,292,RostockRostock19.10.1989,65,false,Fürbittandacht,"","Stasi raus, Freiheit, Neues Forum zulassen",3,Mecklenburg-Vorpommern,""
2000,75,true,false,1989,Rostock,Rostock,21.10.1989,6,0,42,21,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,10,294,RostockRostock21.10.1989,66,false,"","",Für die Zulassung des Neuen Forum und Freie Wahlen.,0,Mecklenburg-Vorpommern,""
25000,80,false,false,1989,Rostock,Rostock,26.10.1989,4,10000,43,26,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,10,299,RostockRostock26.10.1989,67,false,"","",Für freie Wahlen und die Zulassung des Neuen Forum.,9,Mecklenburg-Vorpommern,""
10000,82,true,false,1989,Rostock,Rostock,28.10.1989,6,0,43,28,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,10,301,RostockRostock28.10.1989,68,false,"","",Für Demokratie und Pressefreiheit und einen Zivilen Ersatzdienst.,3,Mecklenburg-Vorpommern,""
40000,87,false,false,1989,Rostock,Rostock,02.11.1989,4,20000,44,2,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,11,306,RostockRostock02.11.1989,69,false,Friedensgebet,"","",15,Mecklenburg-Vorpommern,""
30000,89,false,false,1989,Rostock,Rostock,04.11.1989,6,20000,44,4,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,11,308,RostockRostock04.11.1989,70,false,"","","Für freie Wahlen, Pressefreiheit und den Rücktritt der Regierung.",11,Mecklenburg-Vorpommern,""
50000,94,false,false,1989,Rostock,Rostock,09.11.1989,4,20000,45,9,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,11,313,RostockRostock09.11.1989,71,false,Friedensgottesdienst,"",Für einen Erneuerungsprozeß der SED.,19,Mecklenburg-Vorpommern,""
11000,97,true,false,1989,Rostock,Rostock,12.11.1989,7,0,45,12,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,11,316,RostockRostock12.11.1989,72,false,"",Es finden insgesamt vier Demonstrationen in Rostock statt.,"",4,Mecklenburg-Vorpommern,Gewerkschaftsleitung des Volkstheater Rostock
20000,101,false,false,1989,Rostock,Rostock,16.11.1989,4,15000,46,16,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,11,320,RostockRostock16.11.1989,73,false,Friedensgottesdiensten,"",Für einen Volksentscheid gegen den Führungsanspruch der SED.,7,Mecklenburg-Vorpommern,""
15000,108,true,false,1989,Rostock,Rostock,23.11.1989,4,0,47,23,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,11,327,RostockRostock23.11.1989,74,false,Friedensgottesdienst,"","",5,Mecklenburg-Vorpommern,""
15000,115,true,false,1989,Rostock,Rostock,30.11.1989,4,0,48,30,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,11,334,RostockRostock30.11.1989,75,false,Gebetsandachten in fünf Kirchen,Es finden zwei Demonstrationen statt. Die eine für die Wiedervereinigung Deutschlands und die andere für Reformen.,"",5,Mecklenburg-Vorpommern,""
2000,117,true,false,1989,Rostock,Rostock,02.12.1989,6,0,48,2,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,12,336,RostockRostock02.12.1989,76,false,"","","Für die Schließung der IMES-GmbH, die in illegale Waffengeschäfte verwickelt ist.",0,Mecklenburg-Vorpommern,Neues Forum
0,118,true,true,1989,Rostock,Rostock,03.12.1989,7,0,48,3,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,12,337,RostockRostock03.12.1989,77,false,Menschenkette,"","""Ein Licht für unser Land""",0,Mecklenburg-Vorpommern,Aktion Sühnezeichen
0,119,true,true,1989,Rostock,Rostock,04.12.1989,1,0,49,4,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,12,338,RostockRostock04.12.1989,78,false,Mahnwache,"",Mahnwache vor der Bezirksverwaltung des MfS.,0,Mecklenburg-Vorpommern,""
15000,122,true,false,1989,Rostock,Rostock,07.12.1989,4,0,49,7,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,12,341,RostockRostock07.12.1989,79,false,Friedensgebet,"","",5,Mecklenburg-Vorpommern,""
200,123,true,false,1989,Rostock,Rostock,08.12.1989,5,0,49,8,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,12,342,RostockRostock08.12.1989,80,false,"","",Für die Abschaffung des Russischunterrichtes.,0,Mecklenburg-Vorpommern,Schüler
3000,124,true,false,1989,Rostock,Rostock,09.12.1989,6,0,49,9,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,12,343,RostockRostock09.12.1989,81,false,"","Am Abend verlangen 60 Personen Einlass in das Gebäude der Bezirksleitung der SED, 50 Personen werden eingelassen.","",1,Mecklenburg-Vorpommern,""
6000,129,false,false,1989,Rostock,Rostock,14.12.1989,4,5000,50,14,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,12,348,RostockRostock14.12.1989,82,false,Friedensgebet,"","Gegen alte Machtstrukturen, Gewalt und für eine Erhalt der DDR.",2,Mecklenburg-Vorpommern,""
30000,134,false,false,1989,Rostock,Rostock,19.12.1989,2,3000,51,19,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,12,353,RostockRostock19.12.1989,83,false,"","",Gegen die Vereinnahmung der DDR.,11,Mecklenburg-Vorpommern,Vereinigte Linke
